course_id,tuition_fee,waitlist,retention_rate,feedback_score,faculty_rating,capacity,enrollment
135,52447,36,0.69,4.5,3.7,38,147
119,66566,26,0.92,2.7,3.4,54,129
196,40808,6,0.93,2.3,2.9,49,98
193,69087,7,0.5,4.5,2.8,114,150
152,62948,50,0.85,4.3,4.6,31,163
145,66482,29,0.74,2.5,3.0,117,161
160,85858,28,0.55,3.9,2.6,44,123
112,57285,29,0.89,2.7,2.6,67,131
174,23946,45,0.79,1.1,3.9,62,137
162,82116,42,0.78,3.2,3.0,107,178
119,31709,26,0.82,4.1,4.5,105,184
122,49530,6,0.63,3.4,2.9,65,114
183,73203,13,0.92,2.3,2.9,80,127
108,79692,20,0.61,1.7,3.2,43,102
140,79710,19,0.89,4.8,3.9,79,162
123,34620,6,0.83,3.6,2.2,38,98
177,58669,46,0.56,2.5,3.0,92,162
188,95315,17,0.64,4.5,3.5,110,171
148,79911,33,0.67,1.7,3.2,91,145
145,81577,12,0.86,3.7,4.1,64,134
186,43017,1,0.5,4.8,3.9,102,153
183,61250,19,0.82,3.7,4.9,50,144
155,69642,49,0.82,3.5,4.6,90,189
181,33205,6,0.7,1.4,4.0,101,127
159,50661,27,0.74,1.4,2.6,35,94
169,64770,9,0.82,1.7,3.1,53,98
136,52267,39,0.64,3.7,2.3,68,145
182,73567,5,0.58,3.0,4.9,98,144
173,99496,34,0.88,2.2,2.0,110,153
168,28076,46,0.72,4.2,4.0,43,157
152,52641,12,0.78,1.8,2.1,101,122
141,33907,22,0.51,3.6,4.4,100,165
179,98784,25,0.63,2.0,4.6,103,157
173,89320,44,0.73,3.7,4.1,90,181
159,20272,8,0.52,4.2,3.7,88,144
127,25290,1,0.58,3.4,4.4,115,149
172,67474,12,0.9,4.1,4.6,77,157
111,27625,21,0.83,3.9,2.0,94,152
190,52916,16,0.88,3.2,2.2,67,124
129,54941,10,0.66,3.2,3.6,106,145
169,57218,1,0.84,1.8,3.8,97,125
165,47988,18,0.88,2.8,4.3,68,135
128,40778,19,0.76,2.2,4.2,46,116
190,74699,33,0.51,3.7,4.4,101,176
173,40213,49,0.72,2.4,3.6,39,141
188,99029,14,0.61,4.6,4.4,55,139
138,33297,8,0.51,4.0,4.1,67,134
116,81301,8,0.83,2.5,4.4,61,123
177,93757,31,0.67,4.6,4.7,67,169
136,31167,4,0.88,3.3,4.7,59,130
125,31313,30,0.83,3.5,4.0,47,140
159,44377,4,0.88,1.3,4.8,70,112
168,56993,40,0.61,3.9,2.3,67,146
103,46308,21,0.55,4.7,2.5,55,133
155,83914,2,0.95,4.7,4.0,54,133
186,76428,39,0.54,1.9,3.4,68,134
106,22005,46,0.58,4.0,4.1,87,179
151,70934,47,0.55,2.9,2.8,39,132
148,39463,35,0.7,1.5,3.2,70,134
160,60924,18,0.9,3.0,4.2,32,118
118,98890,37,0.74,1.5,4.7,82,155
187,51387,1,0.66,3.1,2.8,75,112
196,51182,20,0.59,1.7,2.6,70,112
179,71909,13,0.52,3.8,4.2,46,122
121,86164,6,0.93,2.3,4.5,84,133
162,59626,38,0.78,3.4,4.9,94,180
137,45326,23,0.72,2.0,4.8,37,118
136,52884,46,0.59,3.7,4.6,44,156
138,21862,34,0.95,2.1,2.6,94,148
148,51017,0,0.93,4.0,4.8,107,158
200,58852,40,0.86,2.6,2.9,77,155
107,52867,15,0.68,1.8,2.0,86,114
140,79666,4,0.76,3.2,3.6,65,121
153,28229,23,0.73,3.8,4.2,117,179
134,89603,0,0.73,4.3,5.0,52,125
105,96473,1,0.92,4.2,2.3,80,130
164,31648,28,0.85,4.3,2.7,39,135
195,49662,18,0.84,1.6,2.2,79,118
127,39868,29,0.52,2.9,2.4,72,132
181,85454,37,0.91,2.2,2.8,32,117
190,70169,36,0.87,4.2,3.9,69,166
176,87756,33,0.88,2.7,4.4,84,164
151,94295,47,0.61,4.7,3.4,100,190
190,88247,24,0.57,2.2,4.7,90,150
176,32903,6,0.54,3.7,2.1,115,139
127,45535,36,0.59,2.7,2.3,92,148
143,74880,48,0.79,3.3,2.1,40,134
103,24348,8,0.51,2.6,4.3,97,136
173,79389,13,0.55,1.9,4.6,61,117
124,84035,22,0.73,4.1,3.9,102,172
120,93087,37,0.69,1.8,3.8,84,148
165,70225,28,0.63,2.9,3.6,67,141
172,96483,47,0.59,4.8,3.5,104,195
164,92835,13,0.64,2.1,4.4,111,150
127,77510,43,0.89,2.7,2.4,101,170
113,83880,8,0.59,3.4,5.0,110,161
113,42513,8,0.91,1.3,4.9,88,131
183,24339,20,0.94,2.6,2.7,59,121
170,92179,39,0.73,3.1,2.6,84,158
121,49346,31,0.67,2.2,3.5,59,127
194,92084,3,0.74,2.7,2.2,81,110
117,65203,39,0.56,3.1,4.1,93,169
139,59039,41,0.76,1.7,4.3,53,141
122,93434,31,0.62,2.8,4.8,104,175
153,60303,15,0.81,4.0,2.2,33,108
146,29393,4,0.58,2.0,3.1,84,111
164,69467,50,0.86,2.2,2.7,74,153
160,46836,17,0.81,2.2,2.7,51,108
106,69075,22,0.78,4.1,3.7,43,131
160,49746,47,0.6,1.1,4.9,77,158
119,26961,39,0.72,3.3,2.9,116,179
169,99705,36,0.85,3.3,4.2,69,161
199,64218,7,0.71,2.6,2.2,76,111
146,49104,32,0.64,3.1,4.7,65,153
173,60899,10,0.67,3.8,4.0,36,118
167,25967,35,0.91,4.5,3.6,40,153
189,81256,48,0.67,4.7,3.7,76,186
169,78821,33,0.68,1.9,2.9,85,137
194,67621,16,0.82,4.9,2.8,47,132
194,48796,4,0.93,2.5,4.1,43,107
140,63314,16,0.55,3.2,2.2,88,128
176,36438,26,0.9,2.6,4.1,71,147
115,89434,19,0.77,2.0,3.5,112,147
120,24254,43,0.87,1.1,4.1,60,137
148,20075,0,0.52,3.6,2.1,36,83
171,87731,4,0.86,2.2,4.8,63,116
165,47892,2,0.83,3.6,4.3,44,114
129,90926,31,0.7,2.9,3.0,70,142
187,37982,4,0.81,3.9,3.2,38,106
189,25689,16,0.84,1.3,2.2,85,116
158,83336,18,0.75,3.4,2.7,118,160
172,81235,31,0.5,2.6,3.8,87,147
137,73822,32,0.72,2.0,2.7,113,153
158,43207,43,0.54,3.2,2.4,96,159
132,93622,22,0.93,4.9,4.8,50,158
111,24606,43,0.76,1.7,2.4,103,154
154,22392,48,0.66,2.4,4.9,76,171
176,84293,50,0.87,3.2,3.8,87,184
191,94080,32,0.61,1.5,4.7,40,123
178,57079,31,0.91,4.0,4.9,118,199
176,39767,46,0.6,4.7,3.3,42,159
168,95481,34,0.55,3.2,3.5,73,151
121,69825,48,0.75,1.7,4.9,51,150
150,81198,44,0.7,4.9,2.1,115,193
156,49587,5,0.93,3.1,3.5,57,115
117,78786,48,0.92,2.2,2.3,114,175
186,53453,34,0.64,1.8,4.3,72,145
126,70115,45,0.7,1.2,4.0,115,173
165,58103,49,0.8,2.7,2.8,74,156
180,47694,41,0.93,2.3,4.1,34,132
137,69282,16,0.78,3.0,3.1,93,144
120,64359,44,0.71,1.3,2.1,69,126
192,53060,27,0.76,3.5,2.9,78,146
199,22703,41,0.55,2.6,5.0,70,163
125,39568,1,0.51,2.3,4.3,70,112
159,39345,35,0.91,4.7,4.7,80,187
119,22027,14,0.8,3.9,3.3,81,142
167,50359,47,0.79,1.1,3.9,74,146
126,92723,33,0.67,2.1,3.3,96,154
138,59494,23,0.82,1.3,3.7,67,124
134,39687,50,0.64,4.5,2.6,108,196
105,46945,48,0.53,3.2,4.5,36,148
104,74756,31,0.94,1.8,3.2,107,155
136,74416,42,0.83,1.1,2.0,118,156
128,89857,0,0.94,4.0,4.9,45,127
101,94153,50,0.85,1.9,4.1,76,162
189,40794,31,0.91,3.4,2.3,60,139
133,28607,41,0.56,1.4,4.5,100,163
181,35988,46,0.51,2.4,3.8,64,149
157,62435,21,0.51,2.6,2.4,54,108
173,25234,50,0.67,3.3,2.6,77,164
129,48048,22,0.82,3.7,2.7,84,146
116,63220,23,0.53,3.7,4.3,90,160
189,82610,41,0.84,4.8,3.1,120,204
125,69441,31,0.93,4.8,2.0,85,162
187,34985,33,0.76,1.9,4.8,65,141
114,35592,13,0.76,3.1,2.6,45,110
151,73888,4,0.87,1.0,3.4,63,94
195,85465,2,0.68,4.3,4.1,49,117
103,76138,38,0.7,2.3,2.3,116,161
138,42629,20,0.9,4.0,3.5,86,155
104,53163,5,0.66,3.4,3.6,79,131
108,85237,14,0.83,2.4,4.8,93,150
100,54124,9,0.93,4.9,4.6,87,166
179,82701,44,0.65,3.1,4.4,73,168
102,80743,24,0.85,1.2,2.7,33,93
153,67598,42,0.59,1.9,4.0,55,140
146,69256,45,0.78,2.2,2.6,70,146
170,31413,26,0.63,1.3,5.0,88,147
147,99036,35,0.86,3.1,4.9,108,188
119,71534,34,0.83,1.4,3.3,118,160
167,51560,43,0.93,1.8,2.6,120,173
132,87613,30,0.63,1.4,4.8,42,117
160,68644,46,0.65,2.4,2.5,51,130
199,27780,31,0.71,1.8,2.5,102,143
178,72026,24,0.91,4.1,3.3,66,152
169,67945,6,0.62,4.6,4.7,76,145
193,20607,22,0.63,2.2,2.5,89,129
193,51361,40,0.91,4.2,4.6,92,192
102,64656,9,0.54,3.4,2.9,91,128
145,64545,42,0.81,2.9,2.4,80,152
145,39907,11,0.6,2.8,4.7,80,134
118,51167,28,0.74,4.6,4.6,55,157
163,68358,15,0.6,2.0,4.0,88,128
128,23810,40,0.7,1.6,2.9,80,144
180,33811,33,0.66,3.3,3.3,46,131
186,65216,4,0.84,2.9,3.5,105,138
152,26361,2,0.57,4.2,2.4,56,108
145,51124,39,0.83,1.8,4.5,66,148
103,55960,10,0.61,1.6,4.7,82,123
152,95692,22,0.53,1.2,2.8,34,90
124,76293,8,0.53,2.1,3.2,48,94
154,47725,23,0.83,4.2,2.5,87,151
125,52966,15,0.92,3.9,3.7,43,130
175,92681,9,0.63,4.3,2.9,80,134
118,36286,4,0.62,3.9,3.5,87,132
149,43430,45,0.77,4.7,2.6,88,181
139,95640,46,0.51,4.9,3.2,65,166
103,25263,33,0.77,4.3,3.3,85,169
138,41143,33,0.67,3.1,4.6,46,142
167,64330,33,0.9,3.7,3.0,108,175
147,99937,26,0.9,4.6,4.6,92,179
134,53742,21,0.92,4.2,3.3,42,134
121,59627,21,0.72,2.3,4.8,99,156
174,78999,18,0.79,4.2,4.3,98,168
141,99539,28,0.6,3.2,2.7,32,110
105,77571,48,0.64,3.6,4.3,81,180
166,93878,49,0.67,2.6,4.1,68,165
186,55656,44,0.73,2.2,3.4,82,153
146,26857,36,0.62,4.3,4.6,81,177
128,59646,4,0.86,3.9,3.1,94,138
159,75425,11,0.55,3.5,3.2,60,119
100,72051,26,0.86,2.5,3.6,40,123
197,82837,38,0.54,3.3,2.8,114,171
120,65188,4,0.87,3.7,2.3,104,138
172,85543,36,0.61,2.5,3.6,75,144
120,96342,40,0.76,2.8,2.4,118,176
121,39931,29,0.6,2.8,2.4,32,105
133,69069,43,0.55,4.7,2.4,71,163
197,37577,0,0.86,2.4,4.5,73,118
106,41776,36,0.93,4.4,4.1,73,177
146,35948,33,0.61,3.7,2.6,94,160
152,47942,40,0.62,3.7,4.1,47,151
110,48970,16,0.52,1.3,4.2,98,133
131,21737,25,0.69,2.4,3.7,30,108
100,34156,18,0.84,3.0,3.3,40,117
102,57187,37,0.87,2.7,4.8,32,138
106,98164,19,0.66,1.9,3.9,107,143
137,86995,37,0.92,1.7,3.5,110,167
167,55410,2,0.69,3.2,4.9,71,127
108,47569,37,0.68,3.0,2.4,41,123
121,22851,13,0.62,1.2,3.8,36,86
192,59593,39,0.92,2.1,4.3,116,180
129,77369,2,0.92,2.7,2.1,69,105
118,97463,29,0.86,4.3,2.8,47,138
101,47785,43,0.64,1.5,4.7,60,144
153,83598,42,0.89,4.8,4.6,44,173
150,69682,3,0.63,2.8,3.6,91,128
127,96628,37,0.66,3.0,3.6,98,170
115,74608,36,0.64,2.0,3.1,110,158
180,62029,8,0.94,2.4,4.0,53,115
185,58527,33,0.74,4.3,3.4,41,145
177,82267,37,0.86,2.2,3.9,47,133
186,43359,28,0.64,3.0,4.6,103,171
163,74499,45,0.57,1.9,4.2,80,156
133,43835,26,0.6,4.2,2.8,103,164
149,41384,17,0.63,1.2,4.3,33,92
163,66468,2,0.68,4.7,3.3,73,134
108,73720,7,0.62,2.2,4.0,85,121
113,58060,6,0.85,2.9,2.8,115,144
161,23508,4,0.93,2.4,2.9,56,105
111,28174,47,0.56,1.3,4.6,119,182
137,31592,42,0.6,2.5,3.9,36,129
127,98990,43,0.57,4.8,4.6,43,165
127,82138,16,0.87,2.8,4.6,56,130
146,67784,50,0.59,2.8,3.3,56,148
187,20717,15,0.7,1.8,4.0,85,128
176,70698,19,0.89,2.3,2.6,111,149
130,90546,20,0.64,2.0,4.5,93,146
126,42988,13,0.9,1.9,2.9,104,135
111,37419,9,0.87,3.9,4.3,65,138
106,62009,2,0.53,2.5,2.5,55,89
183,72319,19,0.83,3.4,4.5,66,142
144,70699,36,0.8,2.9,3.0,108,166
115,91976,32,0.86,2.4,3.3,112,164
171,98144,36,0.67,4.0,4.7,104,191
112,40925,49,0.71,3.4,2.3,98,175
168,59906,9,0.51,1.5,3.8,98,124
160,83583,50,0.53,1.4,2.2,115,162
173,58366,9,0.53,4.1,3.4,67,126
174,46803,48,0.91,3.1,4.2,89,182
187,57037,8,0.54,3.0,2.7,72,111
166,58209,27,0.78,2.9,2.3,34,107
183,21191,5,0.81,3.3,2.4,44,101
164,74763,10,0.79,5.0,4.5,98,167
167,68410,44,0.51,1.7,4.9,36,130
147,55395,37,0.88,2.4,3.2,53,138
116,86427,4,0.91,2.6,2.7,119,141
148,40872,18,0.62,1.7,2.6,95,122
197,63279,36,0.92,2.3,4.9,95,176
115,55834,21,0.75,1.8,3.9,47,114
148,73903,21,0.52,4.9,4.5,32,137
187,61812,13,0.9,3.7,2.3,64,124
199,48016,31,0.71,4.9,2.1,79,159
101,57158,10,0.61,3.5,3.3,106,150
139,60171,36,0.92,1.7,3.2,71,136
148,40301,18,0.59,4.0,2.4,105,152
161,48830,23,0.58,4.8,2.8,67,146
174,26566,43,0.83,3.1,3.3,106,178
142,37157,50,0.73,4.8,2.4,60,168
154,89552,33,0.88,3.7,2.2,81,152
178,87998,17,0.58,1.7,4.9,41,106
168,99582,7,0.56,2.6,3.9,100,137
106,79156,20,0.63,4.4,4.8,98,173
130,49681,20,0.66,4.9,4.3,116,189
173,77099,31,0.7,2.9,2.0,113,154
120,20949,26,0.82,2.2,4.3,63,137
164,88746,8,0.51,3.4,3.8,76,126
181,97673,38,0.74,2.8,3.2,31,128
106,86822,47,0.91,2.6,2.6,98,169
187,60116,9,0.51,1.7,4.8,52,104
119,81430,36,0.62,2.6,5.0,34,137
106,25112,17,0.54,1.1,3.4,90,123
113,76266,12,0.93,4.0,5.0,91,166
108,79578,32,0.95,1.9,3.0,105,160
146,60516,38,0.84,1.3,3.7,52,125
109,72817,1,0.69,1.1,2.7,79,91
152,82989,31,0.6,3.3,4.9,120,185
199,57945,10,0.71,1.5,3.9,78,119
184,83322,18,0.79,4.3,4.4,53,141
184,39510,30,0.93,4.6,2.9,49,148
120,44933,21,0.6,1.8,3.8,87,135
115,47436,4,0.83,1.0,4.5,55,96
197,46033,48,0.55,2.2,3.1,68,147
103,33183,25,0.58,2.9,2.5,119,155
153,81943,26,0.81,5.0,2.5,113,181
106,38639,45,0.77,1.4,3.3,59,137
110,44240,39,0.52,3.1,2.1,96,156
140,60099,42,0.79,2.9,2.2,113,173
196,27417,26,0.56,4.9,4.7,79,172
168,84076,47,0.9,4.7,3.8,86,192
148,86432,25,0.52,4.2,2.1,62,131
183,66460,50,0.57,3.4,4.7,70,172
189,81207,42,0.71,4.1,3.3,31,141
126,21968,45,0.89,2.2,2.2,113,170
192,62980,16,0.87,1.1,4.9,70,126
131,77854,24,0.52,3.7,2.2,113,153
168,31988,3,0.77,1.4,2.3,78,97
103,25122,39,0.64,4.8,2.1,47,142
165,97255,36,0.64,1.3,2.3,99,140
178,88633,37,0.56,4.8,2.6,46,145
196,56211,26,0.59,1.8,3.2,92,135
196,23356,41,0.73,3.6,3.0,98,171
162,84388,24,0.76,1.2,2.1,47,96
135,29711,0,0.95,1.9,3.5,84,116
156,30847,48,0.59,1.2,3.7,35,121
165,52232,20,0.55,2.6,2.4,68,120
192,79226,43,0.6,4.6,3.1,46,154
188,22162,18,0.74,3.8,4.2,83,153
130,91163,14,0.93,3.6,3.6,36,116
187,85799,27,0.58,4.7,2.2,42,126
118,71286,9,0.53,1.1,3.9,30,77
199,55151,12,0.57,1.3,4.2,113,137
187,38133,29,0.62,2.5,4.6,73,145
142,52814,1,0.78,2.1,3.0,102,125
128,42304,37,0.61,4.5,3.1,70,163
133,92673,29,0.66,2.4,4.9,59,142
199,88279,5,0.9,2.6,3.6,52,109
195,72592,0,0.71,3.9,2.3,48,101
131,47218,21,0.51,3.3,3.5,42,116
153,69764,31,0.61,1.4,3.4,87,136
156,55256,14,0.83,1.5,3.8,43,99
113,91433,40,0.66,3.3,2.7,35,130
149,65729,15,0.72,3.0,3.0,73,124
160,73093,14,0.81,3.9,2.5,36,109
165,46624,17,0.55,1.6,2.6,76,108
126,82058,42,0.8,1.1,2.6,39,112
125,98689,16,0.79,2.4,2.1,109,138
179,59046,30,0.87,2.4,2.9,86,149
119,47649,25,0.82,4.6,3.9,86,171
110,90830,36,0.63,3.1,4.3,117,187
186,95374,31,0.94,5.0,5.0,92,195
163,37264,0,0.92,1.3,3.9,67,102
130,78926,23,0.8,1.9,4.7,60,128
169,99586,8,0.66,1.8,2.7,31,81
106,44409,36,0.6,1.2,2.4,84,127
139,76045,1,0.57,3.9,4.0,73,128
145,80280,27,0.51,1.5,3.3,35,100
158,25250,20,0.83,4.1,3.1,57,136
106,53591,49,0.9,2.4,3.2,65,152
158,91203,2,0.88,3.9,3.9,55,123
194,59405,15,0.83,3.9,3.5,61,133
139,97399,11,0.61,4.1,2.9,93,141
118,58996,35,0.74,1.7,3.2,119,165
109,99835,46,0.9,3.2,2.5,56,146
